1,-0.65330839
2,-1.2951848
3,-0.45738382
4,-1.0920364
5,-1.6823461
6,-0.46181073
7,-0.099362417
8,-0.83480913
9,-0.63588089
10,-1.0005826
11,-0.70228705
12,-1.2797759
13,-0.44286476
14,-0.3440623
15,-0.2339989
16,0.1510754
17,-1.1041234
18,-0.39498416
19,-0.43615021
20,-0.34559941
21,-0.28136512
22,-1.5286384
23,-0.32386013
24,-0.049352715
25,-0.37726411
26,-0.7631592
27,-1.0340353
28,-0.33223679
29,-0.28020547
30,-0.13788494
31,0.2461653
32,0.42816063
33,-0.089478177
34,0.4907572
35,0.6713313
36,0.41295809
37,0.37913856
38,0.27176294
39,0.30765932
40,0.11743034
41,0.55011384
42,0.61144087
43,0.16105665
44,0.18432944
45,0.42309098
46,0.36570259
47,-0.11906285
48,0.85993058
49,1.082336
50,1.4303317
51,0.76717693
52,0.58821726
53,1.209132
54,1.7263926
55,1.4130937
56,0.55622778
57,1.7666853
58,1.136342
59,1.0546981
60,2.0321687
61,1.0086795
62,0.81622192
63,1.6454491
64,1.3510436
65,1.8168135
66,1.4182199
67,2.3461108
68,1.5772206
69,1.0167561
70,1.3038867
71,1.0051752
72,1.1306286
73,1.9063848
74,1.9867792
75,1.2194448
76,2.0920028
77,1.7855868
78,2.2143429
79,2.6234719
80,-0.60205801
81,-0.5823929
82,-0.84013819
83,-1.4115271
84,-1.3036277
85,-0.12561206
86,-1.2883188
87,0.33090539
88,-1.1722267
89,-0.66484887
90,-1.1317018
91,-0.033442328
92,-1.0777512
93,-0.79629789
94,0.17340493
95,-0.83124302
96,-0.48056904
97,-0.45282431
98,0.076791894
99,-0.5595014
100,-0.48696618
101,-0.57386694
102,-0.54531774
103,-0.93150711
104,-0.71814144
105,-1.1302302
106,-1.346708
107,-1.0330267
108,-0.85060372
109,-1.3217558
110,-0.42175307
111,-1.0300436
112,-0.65146576
113,-0.81487762
114,-0.33824566
115,-0.14223272
116,-1.6228883
117,-0.79138206
118,-1.3063309
119,-0.39105805
120,-0.35810938
121,-1.163435
122,-0.40071116
123,-0.40975972
124,-0.72094741
125,-0.33299027
126,0.54820399
127,-0.59622877
128,-0.19067185
